,StartDate,EndDate,Category,Start,Stop,Miles,Purpose,Year,Month,Day,StartHour,Time of Day,Time Difference,Total Hours,MoreThan1Hour,Time Difference (Minutes),month_name,DayName
56,2016-01-29 13:24:00,2016-01-29 13:47:00,Business,Durham,Cary,10.1,Meeting,2016,1,29,13,Day,0 days 00:23:00,0.38,False,23.0,January,Friday
57,2016-01-29 18:31:00,2016-01-29 18:52:00,Business,Cary,Apex,5.8,Errand/Supplies,2016,1,29,18,Night,0 days 00:21:00,0.35,False,21.0,January,Friday
58,2016-01-29 21:21:00,2016-01-29 21:40:00,Business,Apex,Cary,5.5,Meal/Entertain,2016,1,29,21,Night,0 days 00:19:00,0.32,False,19.0,January,Friday
59,2016-01-30 16:21:00,2016-01-30 16:33:00,Business,Cary,Apex,5.7,Errand/Supplies,2016,1,30,16,Day,0 days 00:12:00,0.2,False,12.0,January,Saturday
60,2016-01-30 18:09:00,2016-01-30 18:24:00,Business,Apex,Cary,5.7,Customer Visit,2016,1,30,18,Night,0 days 00:15:00,0.25,False,15.0,January,Saturday
61,2016-02-01 10:35:00,2016-02-01 11:15:00,Business,Cary,Chapel Hill,19.4,Customer Visit,2016,2,1,10,Day,0 days 00:40:00,0.67,False,40.0,February,Monday
62,2016-02-01 12:10:00,2016-02-01 12:43:00,Business,Chapel Hill,Cary,23.3,Customer Visit,2016,2,1,12,Day,0 days 00:33:00,0.55,False,33.0,February,Monday
63,2016-02-01 12:56:00,2016-02-01 13:07:00,Business,Northwoods,Whitebridge,3.9,Meal/Entertain,2016,2,1,12,Day,0 days 00:11:00,0.18,False,11.0,February,Monday
64,2016-02-02 13:04:00,2016-02-02 13:23:00,Business,Whitebridge,Williamsburg Manor,8.3,Meeting,2016,2,2,13,Day,0 days 00:19:00,0.32,False,19.0,February,Tuesday
65,2016-02-02 13:51:00,2016-02-02 14:06:00,Business,Cary,Cary,6.0,Errand/Supplies,2016,2,2,13,Day,0 days 00:15:00,0.25,False,15.0,February,Tuesday
66,2016-02-02 14:38:00,2016-02-02 14:42:00,Business,Cary,Cary,1.6,Errand/Supplies,2016,2,2,14,Day,0 days 00:04:00,0.07,False,4.0,February,Tuesday
67,2016-02-04 08:40:00,2016-02-04 09:01:00,Business,Cary,Morrisville,5.2,Errand/Supplies,2016,2,4,8,Day,0 days 00:21:00,0.35,False,21.0,February,Thursday
68,2016-02-04 09:37:00,2016-02-04 10:09:00,Business,Morrisville,Cary,9.7,Meal/Entertain,2016,2,4,9,Day,0 days 00:32:00,0.53,False,32.0,February,Thursday
69,2016-02-04 10:26:00,2016-02-04 10:32:00,Business,Cary,Cary,1.6,Meal/Entertain,2016,2,4,10,Day,0 days 00:06:00,0.1,False,6.0,February,Thursday
70,2016-02-04 15:59:00,2016-02-04 16:03:00,Business,Cary,Cary,1.1,Meal/Entertain,2016,2,4,15,Day,0 days 00:04:00,0.07,False,4.0,February,Thursday
71,2016-02-04 16:35:00,2016-02-04 16:39:00,Business,Cary,Cary,1.6,Meal/Entertain,2016,2,4,16,Day,0 days 00:04:00,0.07,False,4.0,February,Thursday
72,2016-02-04 18:04:00,2016-02-04 18:31:00,Business,Whitebridge,Macgregor Downs,9.0,Meeting,2016,2,4,18,Night,0 days 00:27:00,0.45,False,27.0,February,Thursday
73,2016-02-04 20:36:00,2016-02-04 20:55:00,Business,Cary,Cary,7.7,Meeting,2016,2,4,20,Night,0 days 00:19:00,0.32,False,19.0,February,Thursday
74,2016-02-05 11:47:00,2016-02-05 12:07:00,Business,Cary,Durham,10.4,Meeting,2016,2,5,11,Day,0 days 00:20:00,0.33,False,20.0,February,Friday
75,2016-02-05 13:22:00,2016-02-05 13:41:00,Business,Durham,Cary,10.4,Meeting,2016,2,5,13,Day,0 days 00:19:00,0.32,False,19.0,February,Friday
76,2016-02-06 16:20:00,2016-02-06 16:53:00,Business,Cary,Raleigh,11.4,Between Offices,2016,2,6,16,Day,0 days 00:33:00,0.55,False,33.0,February,Saturday
77,2016-02-06 18:57:00,2016-02-06 19:21:00,Business,Raleigh,Cary,9.0,Errand/Supplies,2016,2,6,18,Night,0 days 00:24:00,0.4,False,24.0,February,Saturday
78,2016-02-06 19:28:00,2016-02-06 19:37:00,Business,Edgehill Farms,Whitebridge,3.2,Meal/Entertain,2016,2,6,19,Night,0 days 00:09:00,0.15,False,9.0,February,Saturday
79,2016-02-07 16:49:00,2016-02-07 17:01:00,Business,Cary,Apex,5.6,Errand/Supplies,2016,2,7,16,Day,0 days 00:12:00,0.2,False,12.0,February,Sunday
80,2016-02-07 18:03:00,2016-02-07 18:17:00,Business,Apex,Cary,5.7,Customer Visit,2016,2,7,18,Night,0 days 00:14:00,0.23,False,14.0,February,Sunday
81,2016-02-07 18:39:00,2016-02-07 18:53:00,Business,Cary,Morrisville,6.1,Temporary Site,2016,2,7,18,Night,0 days 00:14:00,0.23,False,14.0,February,Sunday
82,2016-02-07 20:22:00,2016-02-07 20:40:00,Business,Morrisville,Cary,6.1,Meeting,2016,2,7,20,Night,0 days 00:18:00,0.3,False,18.0,February,Sunday
83,2016-02-08 12:57:00,2016-02-08 13:08:00,Business,Whitebridge,Edgehill Farms,4.3,Meal/Entertain,2016,2,8,12,Day,0 days 00:11:00,0.18,False,11.0,February,Monday
84,2016-02-08 14:00:00,2016-02-08 14:10:00,Business,Edgehill Farms,Whitebridge,2.7,Meal/Entertain,2016,2,8,14,Day,0 days 00:10:00,0.17,False,10.0,February,Monday
85,2016-02-09 10:54:00,2016-02-09 11:07:00,Personal,Whitebridge,Northwoods,5.3,NA,2016,2,9,10,Day,0 days 00:13:00,0.22,False,13.0,February,Tuesday
86,2016-02-09 11:43:00,2016-02-09 11:50:00,Personal,Northwoods,Tanglewood,3.0,NA,2016,2,9,11,Day,0 days 00:07:00,0.12,False,7.0,February,Tuesday
87,2016-02-09 13:36:00,2016-02-09 13:52:00,Personal,Tanglewood,Preston,5.1,NA,2016,2,9,13,Day,0 days 00:16:00,0.27,False,16.0,February,Tuesday
88,2016-02-09 13:58:00,2016-02-09 14:02:00,Personal,Preston,Whitebridge,1.5,NA,2016,2,9,13,Day,0 days 00:04:00,0.07,False,4.0,February,Tuesday
89,2016-02-09 18:55:00,2016-02-09 19:11:00,Business,Cary,Morrisville,6.1,NA,2016,2,9,18,Night,0 days 00:16:00,0.27,False,16.0,February,Tuesday
90,2016-02-09 20:24:00,2016-02-09 20:40:00,Business,Morrisville,Cary,6.1,Meal/Entertain,2016,2,9,20,Night,0 days 00:16:00,0.27,False,16.0,February,Tuesday
91,2016-02-11 16:28:00,2016-02-11 17:10:00,Business,Cary,Raleigh,17.3,Meal/Entertain,2016,2,11,16,Day,0 days 00:42:00,0.7,False,42.0,February,Thursday
92,2016-02-11 17:49:00,2016-02-11 18:10:00,Business,Eastgate,Walnut Terrace,5.7,Meal/Entertain,2016,2,11,17,Day,0 days 00:21:00,0.35,False,21.0,February,Thursday
93,2016-02-11 18:24:00,2016-02-11 18:46:00,Business,Raleigh,Morrisville,13.5,Temporary Site,2016,2,11,18,Night,0 days 00:22:00,0.37,False,22.0,February,Thursday
94,2016-02-11 20:36:00,2016-02-11 20:51:00,Business,Morrisville,Cary,6.1,Temporary Site,2016,2,11,20,Night,0 days 00:15:00,0.25,False,15.0,February,Thursday
95,2016-02-12 08:21:00,2016-02-12 08:42:00,Business,Cary,Durham,8.5,Temporary Site,2016,2,12,8,Day,0 days 00:21:00,0.35,False,21.0,February,Friday
96,2016-02-12 10:45:00,2016-02-12 10:52:00,Business,Durham,Morrisville,2.6,Temporary Site,2016,2,12,10,Day,0 days 00:07:00,0.12,False,7.0,February,Friday
97,2016-02-12 11:14:00,2016-02-12 11:35:00,Business,Morrisville,Raleigh,17.0,Customer Visit,2016,2,12,11,Day,0 days 00:21:00,0.35,False,21.0,February,Friday
98,2016-02-12 13:02:00,2016-02-12 13:36:00,Business,Raleigh,Cary,18.0,Meeting,2016,2,12,13,Day,0 days 00:34:00,0.57,False,34.0,February,Friday
99,2016-02-12 14:49:00,2016-02-12 15:06:00,Business,Cary,Morrisville,8.4,Meeting,2016,2,12,14,Day,0 days 00:17:00,0.28,False,17.0,February,Friday
100,2016-02-12 15:33:00,2016-02-12 16:06:00,Business,Morrisville,Cary,11.5,Customer Visit,2016,2,12,15,Day,0 days 00:33:00,0.55,False,33.0,February,Friday
101,2016-02-13 14:21:00,2016-02-13 14:41:00,Business,Cary,Morrisville,8.9,Meeting,2016,2,13,14,Day,0 days 00:20:00,0.33,False,20.0,February,Saturday
102,2016-02-13 23:45:00,2016-02-14 00:01:00,Personal,East Elmhurst,Jackson Heights,2.7,NA,2016,2,13,23,Night,0 days 00:16:00,0.27,False,16.0,February,Saturday
103,2016-02-14 00:50:00,2016-02-14 01:00:00,Personal,Jackson Heights,East Elmhurst,1.8,NA,2016,2,14,0,Night,0 days 00:10:00,0.17,False,10.0,February,Sunday
104,2016-02-14 14:07:00,2016-02-14 14:40:00,Business,East Elmhurst,New York,8.1,Meeting,2016,2,14,14,Day,0 days 00:33:00,0.55,False,33.0,February,Sunday
105,2016-02-14 14:46:00,2016-02-14 15:03:00,Business,Midtown,Midtown West,2.0,Meeting,2016,2,14,14,Day,0 days 00:17:00,0.28,False,17.0,February,Sunday
106,2016-02-14 16:35:00,2016-02-14 17:02:00,Business,New York,Long Island City,13.0,Meeting,2016,2,14,16,Day,0 days 00:27:00,0.45,False,27.0,February,Sunday
107,2016-02-14 17:06:00,2016-02-14 17:29:00,Business,Long Island City,Jamaica,13.9,Meeting,2016,2,14,17,Day,0 days 00:23:00,0.38,False,23.0,February,Sunday
108,2016-02-16 03:21:00,2016-02-16 04:13:00,Business,Katunayaka,Unknown Location,43.7,Customer Visit,2016,2,16,3,Night,0 days 00:52:00,0.87,False,52.0,February,Tuesday
109,2016-02-16 08:29:00,2016-02-16 09:34:00,Business,Unknown Location,Colombo,14.1,NA,2016,2,16,8,Day,0 days 01:05:00,1.08,True,65.0,February,Tuesday
110,2016-02-16 10:31:00,2016-02-16 10:41:00,Business,Colombo,Colombo,2.6,NA,2016,2,16,10,Day,0 days 00:10:00,0.17,False,10.0,February,Tuesday
111,2016-02-16 11:32:00,2016-02-16 12:02:00,Business,Colombo,Colombo,4.5,NA,2016,2,16,11,Day,0 days 00:30:00,0.5,False,30.0,February,Tuesday
112,2016-02-16 12:39:00,2016-02-16 12:42:00,Business,Colombo,Colombo,1.7,NA,2016,2,16,12,Day,0 days 00:03:00,0.05,False,3.0,February,Tuesday
113,2016-02-16 13:43:00,2016-02-16 13:55:00,Business,Colombo,Colombo,1.8,Temporary Site,2016,2,16,13,Day,0 days 00:12:00,0.2,False,12.0,February,Tuesday
114,2016-02-16 16:34:00,2016-02-16 17:10:00,Business,Colombo,Colombo,6.0,NA,2016,2,16,16,Day,0 days 00:36:00,0.6,False,36.0,February,Tuesday
117,2016-02-17 13:18:00,2016-02-17 14:04:00,Business,Unknown Location,Colombo,14.7,Temporary Site,2016,2,17,13,Day,0 days 00:46:00,0.77,False,46.0,February,Wednesday
118,2016-02-17 15:17:00,2016-02-17 15:22:00,Business,Colombo,Colombo,1.7,Meal/Entertain,2016,2,17,15,Day,0 days 00:05:00,0.08,False,5.0,February,Wednesday
119,2016-02-17 15:33:00,2016-02-17 16:17:00,Business,Colombo,Katunayaka,21.4,Temporary Site,2016,2,17,15,Day,0 days 00:44:00,0.73,False,44.0,February,Wednesday
120,2016-02-17 16:38:00,2016-02-17 16:43:00,Business,Katunayaka,Katunayaka,0.5,Errand/Supplies,2016,2,17,16,Day,0 days 00:05:00,0.08,False,5.0,February,Wednesday
121,2016-02-18 08:19:00,2016-02-18 08:27:00,Business,Unknown Location,Unknown Location,23.5,Temporary Site,2016,2,18,8,Day,0 days 00:08:00,0.13,False,8.0,February,Thursday
126,2016-02-19 09:02:00,2016-02-19 09:14:00,Business,Unknown Location,Unknown Location,18.3,Meeting,2016,2,19,9,Day,0 days 00:12:00,0.2,False,12.0,February,Friday
127,2016-02-19 09:21:00,2016-02-19 09:51:00,Business,Unknown Location,Unknown Location,11.2,Meeting,2016,2,19,9,Day,0 days 00:30:00,0.5,False,30.0,February,Friday
135,2016-02-19 20:34:00,2016-02-19 20:51:00,Personal,Unknown Location,Unknown Location,2.5,NA,2016,2,19,20,Night,0 days 00:17:00,0.28,False,17.0,February,Friday
140,2016-02-20 14:50:00,2016-02-20 15:54:00,Business,R?walpindi,R?walpindi,23.1,Meeting,2016,2,20,14,Day,0 days 01:04:00,1.07,True,64.0,February,Saturday
141,2016-02-20 16:59:00,2016-02-20 17:54:00,Personal,R?walpindi,Unknown Location,16.5,NA,2016,2,20,16,Day,0 days 00:55:00,0.92,False,55.0,February,Saturday
142,2016-02-20 18:00:00,2016-02-20 18:03:00,Business,Unknown Location,Unknown Location,3.2,Errand/Supplies,2016,2,20,18,Night,0 days 00:03:00,0.05,False,3.0,February,Saturday
143,2016-02-20 19:28:00,2016-02-20 19:49:00,Business,Unknown Location,Unknown Location,7.7,Errand/Supplies,2016,2,20,19,Night,0 days 00:21:00,0.35,False,21.0,February,Saturday
148,2016-02-21 12:51:00,2016-02-21 13:12:00,Business,Unknown Location,Unknown Location,8.3,Temporary Site,2016,2,21,12,Day,0 days 00:21:00,0.35,False,21.0,February,Sunday
149,2016-02-21 13:33:00,2016-02-21 14:30:00,Business,Unknown Location,Unknown Location,22.7,Temporary Site,2016,2,21,13,Day,0 days 00:57:00,0.95,False,57.0,February,Sunday
152,2016-02-21 15:36:00,2016-02-21 15:41:00,Business,Noorpur Shahan,Unknown Location,2.2,Meal/Entertain,2016,2,21,15,Day,0 days 00:05:00,0.08,False,5.0,February,Sunday
153,2016-02-21 16:04:00,2016-02-21 16:32:00,Business,Unknown Location,Unknown Location,9.7,NA,2016,2,21,16,Day,0 days 00:28:00,0.47,False,28.0,February,Sunday
154,2016-02-21 23:15:00,2016-02-21 23:52:00,Business,Unknown Location,R?walpindi,20.0,Meeting,2016,2,21,23,Night,0 days 00:37:00,0.62,False,37.0,February,Sunday
155,2016-02-22 21:54:00,2016-02-22 22:09:00,Business,Morrisville,Cary,8.1,Customer Visit,2016,2,22,21,Night,0 days 00:15:00,0.25,False,15.0,February,Monday
156,2016-02-24 14:30:00,2016-02-24 14:35:00,Business,Whitebridge,Preston,1.5,NA,2016,2,24,14,Day,0 days 00:05:00,0.08,False,5.0,February,Wednesday
157,2016-02-24 15:19:00,2016-02-24 15:25:00,Business,Preston,Whitebridge,1.7,Errand/Supplies,2016,2,24,15,Day,0 days 00:06:00,0.1,False,6.0,February,Wednesday
158,2016-02-25 16:27:00,2016-02-25 16:35:00,Business,Whitebridge,Heritage Pines,3.1,Errand/Supplies,2016,2,25,16,Day,0 days 00:08:00,0.13,False,8.0,February,Thursday
159,2016-02-25 16:47:00,2016-02-25 17:02:00,Business,Heritage Pines,Whitebridge,3.2,Errand/Supplies,2016,2,25,16,Day,0 days 00:15:00,0.25,False,15.0,February,Thursday
160,2016-02-25 17:16:00,2016-02-25 17:36:00,Business,Whitebridge,Tanglewood,6.0,Meal/Entertain,2016,2,25,17,Day,0 days 00:20:00,0.33,False,20.0,February,Thursday
161,2016-02-25 18:22:00,2016-02-25 18:39:00,Business,Tanglewood,Whitebridge,5.8,Meal/Entertain,2016,2,25,18,Night,0 days 00:17:00,0.28,False,17.0,February,Thursday
162,2016-02-26 09:06:00,2016-02-26 09:29:00,Business,Whitebridge,Westpark Place,6.3,NA,2016,2,26,9,Day,0 days 00:23:00,0.38,False,23.0,February,Friday
163,2016-02-26 11:05:00,2016-02-26 11:11:00,Personal,Westpark Place,Whitebridge,1.7,NA,2016,2,26,11,Day,0 days 00:06:00,0.1,False,6.0,February,Friday
164,2016-02-26 11:35:00,2016-02-26 11:59:00,Business,Cary,Durham,10.6,Meeting,2016,2,26,11,Day,0 days 00:24:00,0.4,False,24.0,February,Friday
165,2016-02-26 13:01:00,2016-02-26 13:24:00,Business,Durham,Cary,9.9,Meeting,2016,2,26,13,Day,0 days 00:23:00,0.38,False,23.0,February,Friday
166,2016-02-26 14:38:00,2016-02-26 14:46:00,Personal,Whitebridge,Westpark Place,1.9,NA,2016,2,26,14,Day,0 days 00:08:00,0.13,False,8.0,February,Friday
167,2016-02-26 15:00:00,2016-02-26 15:18:00,Personal,Westpark Place,Hazelwood,4.2,NA,2016,2,26,15,Day,0 days 00:18:00,0.3,False,18.0,February,Friday
168,2016-02-26 17:01:00,2016-02-26 17:12:00,Personal,Hazelwood,Whitebridge,2.0,NA,2016,2,26,17,Day,0 days 00:11:00,0.18,False,11.0,February,Friday
169,2016-02-28 05:22:00,2016-02-28 05:38:00,Business,Whitebridge,Waverly Place,7.7,Meeting,2016,2,28,5,Night,0 days 00:16:00,0.27,False,16.0,February,Sunday
170,2016-02-28 09:26:00,2016-02-28 09:42:00,Business,Waverly Place,Whitebridge,6.8,Meeting,2016,2,28,9,Day,0 days 00:16:00,0.27,False,16.0,February,Sunday
171,2016-02-29 11:07:00,2016-02-29 11:14:00,Personal,Whitebridge,Westpark Place,2.1,NA,2016,2,29,11,Day,0 days 00:07:00,0.12,False,7.0,February,Monday
